,core_id,title,authors
37,11084498,ДОСВІД ВПЛИВУ ІНФОРМАЦІЙНО-КОМУНІКАЦІЙНОЇ ІНФРАСТРУКТУРИ ХДУ НА РІВЕНЬ ПІДГОТОВКИ МАЙБУТНІХ ПРОВІДНИХ ФАХІВЦІВ У ГАЛУЗІ ІТ,"[['Співаковський О В', ''], ['Алфьорова Л М', ''], ['Алфьоров Є А', '']]"
38,11084525,,[]
39,11084527,,[]
40,11084531,,[]
41,11084535,,[]
42,11084625,Національна академія педагогічних наук України,[]
43,11084627,Національна академія педагогічних наук України,[]
44,11084639,,[]
45,11084670,,[]
46,11084672,,[]
47,11084674,,[]
48,11084676,,[]
49,11084682,,[]
50,11084739,,[]
51,11084741,,[]
52,11311942,МІНІСТЕРСТ ВО ОСВІТ И І НАУКИ УКРАЇНИ ХАРКІВСЬКИЙ ЛІЦЕЙ МІСЬКОГО ГОСПОДАРСТ ВА ХАРКІВСЬКОЇ ОБЛАСНОЇ РАДИ ЗИМОВІ КАЗКИ УЧНІВ,[]
53,11311954,МІНІСТЕРСТ ВО ОСВІТ И І НАУКИ УКРАЇНИ ХАРКІВСЬКИЙ ЛІЦЕЙ МІСЬКОГО ГОСПОДАРСТ ВА ХАРКІВСЬКОЇ ОБЛАСНОЇ РАДИ,[]
54,11311956,,[]
55,11311957,МІНІСТЕРСТ ВО ОСВІТ И І НАУКИ УКРАЇНИ ХАРКІВСЬКИЙ ЛІЦЕЙ МІСЬКОГО ГОСПОДАРСТ ВА ХАРКІВСЬКОЇ ОБЛАСНОЇ РАДИ,[]
56,11312082,,[]
57,11312083,,[]
58,11312155,,[]
59,11312156,,[]
60,11312159,Научно-технический сборник №77,[]
61,11312161,,[]
62,11312162,,[]
63,11312164,,[]
64,11312165,,[]
65,11312167,,[]
66,11312168,,[]
67,11312169,,[]
68,11312171,Научно-технический сборник №77,[]
69,11312173,Научно-технический сборник №77,[]
70,11312174,,[]
71,11312176,,[]
72,11312178,,[]
73,11312180,,[]
74,11312182,,[]
75,11312184,,[]
76,11312185,,[]
77,11312186,Коммунальное хозяйство городов,[]
78,11312188,,[]
79,11312189,,[]
80,11312192,,[]
81,11312193,Научно-технический сборник №77,[]
82,11312194,,[]
83,11312195,Научно-технический сборник №77 172,[]
84,11312196,,[]
85,11312198,Научно-технический сборник №77,[]
86,11312199,,[]
87,11312201,,[]
88,11312202,,[]
89,11312205,,[]
90,11312207,,[]
91,11312209,,[]
92,11312211,,[]
93,11312212,Научно-технический сборник №77,[]
94,11312214,,[]
95,11312215,,[]
96,11312220,,[]
97,11312221,,[]
98,11312222,,[]
99,11312223,,[]
100,11312225,Коммунальное хозяйство городов,[]
101,11312226,,[]
102,11312227,,[]
103,11312228,,[]
104,11312229,,[]
105,11312230,,[]
106,11312231,Научно-технический сборник №77,[]
107,11312232,,[]
108,11312234,,[]
109,11312235,,[]
110,11312236,,[]
111,11312237,,[]
112,11312238,,[]
113,11312246,,[]
114,11312247,,[]
115,11312248,,[]
116,11312249,Научно-технический сборник №77,[]
117,11312250,,[]
118,11312251,,[]
119,11312252,,[]
120,11312253,,[]
121,11312254,Коммунальное хозяйство городов,[]
122,11312255,Научно-технический сборник №77,[]
123,11312257,,[]
124,11312258,Научно-технический сборник №77,[]
125,11312259,,[]
126,11312261,,[]
127,11312263,,[]
128,11312265,Коммунальное хозяйство городов,[]
129,11312266,,[]
130,11312268,,[]
131,11312270,Научно-технический сборник №77 438,[]
132,11312271,,[]
133,11312273,,[]
134,11312275,Коммунальное хозяйство городов 453,[]
135,11312277,,[]
136,11312279,,[]
137,11312281,,[]
138,11312282,Коммунальное хозяйство городов 469,[]
139,11312386,Коммунальное хозяйство городов,[]
140,11312390,,[]
141,11312395,,[]
142,11312397,,[]
143,11312399,Научно-технический сборник №78,[]
144,11312400,Научно-технический сборник №78 54,[]
145,11312401,,[]
146,11312402,Научно-технический сборник №78,[]
147,11312403,Научно-технический сборник №78 78,[]
148,11312404,,[]
149,11312405,,[]
150,11312406,Научно-технический сборник №78,[]
151,11312407,Научно-технический сборник №78,[]
152,11312408,,[]
153,11312409,,[]
154,11312410,,[]
155,11312411,,[]
156,11312412,,[]
157,11312413,,[]
158,11312414,,[]
159,11312415,,[]
160,11312416,,[]
161,11312417,,[]
162,11312418,,[]
163,11312419,Научно-технический сборник №78,[]
164,11312420,,[]
165,11312421,,[]
166,11312422,Научно-технический сборник №78,[]
167,11312423,,[]
168,11312424,,[]
169,11312425,,[]
170,11312426,Научно-технический сборник №78,[]
171,11312427,,[]
172,11312428,,[]
173,11312429,,[]
174,11312430,,[]
175,11312431,,[]
176,11312432,,[]
177,11312433,,[]
178,11312434,,[]
179,11312435,Коммунальное хозяйство городов,[]
180,11312436,,[]
181,11312437,,[]
182,11312438,,[]
183,11312439,,[]
184,11312440,,[]
185,11312441,,[]
186,11312442,Научно-технический сборник №78,[]
187,11312443,,[]
188,11312444,,[]
189,11312446,,[]
190,11312447,,[]
191,11312449,,[]
192,11312450,,[]
193,11312451,,[]
194,11312452,Коммунальное хозяйство городов,[]
195,11312454,Научно-технический сборник №78 386,[]
196,11312556,,"[['Коммунальное ', 'Хозяйство Городов']]"
197,11312557,,[]
198,11312558,Научно-технический сборник №76,[]
199,11312559,,[]
200,11312560,Коммунальное хозяйство городов,[]
201,11312561,,[]
202,11312562,,[]
203,11312563,,[]
204,11312564,,[]
205,11312565,,[]
206,11312566,Коммунальное хозяйство городов,[]
207,11312567,,[]
208,11312568,,[]
209,11312569,,[]
210,11312571,,[]
211,11312572,Научно-технический сборник №76,[]
212,11312575,,[]
213,11312577,Научно-технический сборник №76,[]
214,11312582,,[]
215,11312583,,[]
216,11312584,,[]
217,11312585,,[]
218,11312586,,[]
219,11312587,,[]
220,11312588,,[]
221,11312589,,[]
222,11312590,Научно-технический сборник №76,[]
223,11312591,Научно-технический сборник №76,[]
224,11312592,,[]
225,11312593,,[]
226,11312594,Научно-технический сборник №76,[]
227,11312595,,[]
228,11312596,,[]
229,11312597,,[]
230,11312598,Коммунальное хозяйство городов 275,[]
231,11312599,,[]
232,11312600,,[]
233,11312601,Научно-технический сборник №76,[]
234,11312604,,[]
235,11312605,,[]
236,11312606,,[]
237,11312607,,[]
238,11312612,,[]
239,11312614,Научно-технический сборник №76 328,[]
240,11312615,,[]
241,11312616,,[]
242,11312617,,[]
243,11312618,,[]
244,11312619,,[]
245,11312620,,[]
246,11312622,,[]
247,11312623,Коммунальное хозяйство городов 367,[]
248,11312625,,[]
249,11312627,,[]
250,11312628,,[]
251,11312629,,[]
252,11312632,,[]
253,11312633,Научно-технический сборник №76,[]
254,11312635,Коммунальное хозяйство городов,[]
255,11312636,Научно-технический сборник №76,[]
256,11312639,,[]
257,11312640,Коммунальное хозяйство городов,[]
258,11312641,,[]
259,11312642,,[]
260,11312643,,[]
261,11312644,,[]
262,11312666,,[]
263,11312667,,[]
264,11312668,Коммунальное хозяйство городов 85,[]
265,11312670,,[]
266,11312671,,[]
267,11312672,Научно-технический сборник №76,[]
268,11312673,,[]
269,11312674,Научно-технический сборник №76 166,[]
270,11312675,Научно-технический сборник №76,[]
271,11312676,,[]
272,11312677,,[]
273,11312847,,[]
274,11312850,,[]
275,11312852,,[]
276,11312854,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ,[]
277,11312855,,[]
278,11312856,,[]
279,11312858,,[]
280,11312859,,[]
281,11312860,,[]
282,11312861,,[]
283,11312862,,[]
284,11312863,,[]
285,11312864,,[]
286,11312865,,[]
287,11312866,,[]
288,11312867,,[]
289,11312869,,[]
290,11312900,,[]
291,11312967,,[]
292,11312989,,[]
293,11313000,,[]
294,11313031,,[]
295,11313032,Коммунальное хозяйство городов 103,[]
296,11313035,Научно-технический сборник №75,[]
297,11313061,,[]
298,11313069,,[]
299,11313070,Коммунальное хозяйство городов,[]
300,11313071,,[]
301,11313072,Научно-технический сборник №70,[]
302,11313073,,[]
303,11313074,Научно-технический сборник №70 34,[]
304,11313075,Научно-технический сборник №71,[]
305,11313076,,[]
306,11313077,,[]
307,11313078,,[]
308,11313079,Научно-технический сборник №71,[]
309,11313080,,[]
310,11313081,,[]
311,11313082,,[]
312,11313083,Научно-технический сборник №71,[]
313,11313084,Научно-технический сборник №70,[]
314,11313085,,[]
315,11313086,,[]
316,11313087,,[]
317,11313088,,[]
318,11313089,Научно-технический сборник №71,[]
319,11313090,,[]
320,11313091,,[]
321,11313092,Научно-технический сборник №70,[]
322,11313093,,[]
323,11313094,,[]
324,11313095,,[]
325,11313096,Коммунальное хозяйство городов,[]
326,11313097,,[]
327,11313098,Научно-технический сборник №71,[]
328,11313099,,[]
329,11313100,,[]
330,11313101,Научно-технический сборник №71 84 вого споживача,[]
331,11313102,,[]
332,11313103,,[]
333,11313104,,[]
334,11313105,Научно-технический сборник №70,[]
335,11313106,,[]
336,11313107,,[]
337,11313108,,[]
338,11313109,,[]
339,11313110,Научно-технический сборник №70,[]
340,11313111,,[]
341,11313112,,[]
342,11313113,,[]
343,11313114,,[]
344,11313115,,[]
345,11313116,,[]
346,11313117,Коммунальное хозяйство городов 153,[]
347,11313118,,[]
348,11313119,,[]
349,11313120,Научно-технический сборник №70 176,[]
350,11313121,,[]
351,11313122,,[]
352,11313123,,[]
353,11313124,,[]
354,11313125,,[]
355,11313127,,[]
356,11313128,,[]
357,11313129,,[]
358,11313130,,[]
359,11313131,,[]
360,11313132,,[]
361,11313133,,[]
362,11313134,,[]
363,11313135,,[]
364,11313136,ФОРМИРОВАНИЕ МЕХАНИЗМА ТАКТИЧЕСКОГО УПРАВЛЕНИЯ В РАМКАХ СИСТЕМЫ РЕГУЛИРОВАНИЯ РЫНКА КОНЕЧНОГО ПОТРЕБЛЕНИЯ ДОМОХОЗЯЙСТВ,[]
365,11313137,,[]
366,11313138,,[]
367,11313139,,[]
368,11313140,,[]
369,11313141,,[]
370,11313142,,[]
371,11313143,,[]
372,11313144,Научно-технический сборник №71,[]
373,11313145,,[]
374,11313146,Научно-технический сборник №70 234 межуточным контролем,[]
375,11313147,,[]
376,11313148,,[]
377,11313149,,[]
378,11313150,,[]
379,11313151,,[]
380,11313152,,[]
381,11313153,Научно-технический сборник №71,[]
382,11313154,,[]
383,11313155,,[]
384,11313156,,[]
385,11313157,Коммунальное хозяйство городов,[]
386,11313158,Научно-технический сборник №71,[]
387,11313159,Научно-технический сборник №71,[]
388,11313160,Научно-технический сборник №70,[]
389,11313161,,[]
390,11313162,,[]
391,11313163,,[]
392,11313164,,[]
393,11313165,,[]
394,11313166,,"[['Коммунальное ', 'Хозяйство Городов']]"
395,11313167,,[]
396,11313168,,[]
397,11313170,,[]
398,11313171,Коммунальное хозяйство городов,[]
399,11313172,,[]
400,11313173,,[]
401,11313174,Коммунальное хозяйство городов 337,[]
402,11313175,Коммунальное хозяйство городов 349,[]
403,11313176,Научно-технический сборник №71,[]
404,11313178,,[]
405,11313179,Научно-технический сборник №71,[]
406,11313180,,[]
407,11313181,,[]
408,11313182,,[]
409,11313183,Коммунальное хозяйство городов,[]
410,11313184,,[]
411,11313185,,[]
412,11313187,,[]
413,11313188,,[]
414,11313191,,[]
415,11313192,Научно-технический сборник №70,[]
416,11313194,,[]
417,11313195,,[]
418,11313196,,[]
419,11313197,Научно-технический сборник №71,[]
420,11313198,,[]
421,11313199,Научно-технический сборник №71,[]
422,11313200,,[]
423,11313202,,[]
424,11313205,Научно-технический сборник №74,[]
425,11313210,,[]
426,11313211,,[]
427,11313212,,[]
428,11313213,,[]
429,11313214,,[]
430,11313215,,[]
431,11313216,,[]
432,11313217,,[]
433,11313218,,[]
434,11313219,,[]
435,11313220,,[]
436,11313221,,[]
437,11313222,,[]
438,11313223,Научно-технический сборник №70,[]
439,11313224,Научно-технический сборник №70,[]
440,11313225,,[]
441,11313226,,[]
442,11313227,Коммунальное хозяйство городов 433,[]
443,11313233,,[]
444,11313246,,[]
445,11313248,Научно-технический сборник №74 24,[]
446,11313250,,[]
447,11313251,Научно-технический сборник №74 36 ваних сполуками заліза,[]
448,11313252,Коммунальное хозяйство городов,[]
449,11313253,,[]
450,11313254,Коммунальное хозяйство городов,[]
451,11313257,,[]
452,11313258,,[]
453,11313259,,[]
454,11313260,Научно-технический сборник №74,[]
455,11313262,,[]
456,11313264,Научно-технический сборник №74,[]
457,11313265,,[]
458,11313267,,[]
459,11313299,Научно-технический сборник №75,[]
460,11313310,,[]
461,11313311,Научно-технический сборник №75,[]
462,11313312,Научно-технический сборник №75,[]
463,11313313,,[]
464,11313314,Научно-технический сборник №75,[]
465,11313320,,[]
466,11313324,Коммунальное хозяйство городов 3,[]
467,11313326,,[]
468,11313329,,[]
469,11313330,,[]
470,11313331,,[]
471,11313332,,[]
472,11313333,,[]
473,11313334,,[]
474,11313335,,[]
475,11313337,,[]
476,11313338,,[]
477,11313340,Научно-технический сборник №69,[]
478,11313342,Научно-технический сборник №69,[]
479,11313343,,[]
480,11313344,,[]
481,11313345,Коммунальное хозяйство городов,[]
482,11313346,,[]
483,11313348,,[]
484,11313349,,[]
485,11313350,,[]
486,11313351,,[]
487,11313352,,[]
488,11313354,,[]
489,11313361,,[]
490,11313365,Коммунальное хозяйство городов,[]
491,11313372,,[]
492,11313373,,[]
493,11313374,ЕКОНОМІЧНИЙ ЗМІСТ ФІНАНСОВИХ РЕСУРСІВ ПІДПРИЄМСТВА В УМОВАХ РИНКУ,[]
494,11313375,Научно-технический сборник №65,[]
495,11313379,,[]
496,11313380,,[]
497,11313381,Научно-технический сборник №65,[]
498,11313384,,[]
499,11313386,Научно-технический сборник №65,[]
500,11313387,,[]
501,11313389,Научно-технический сборник №65,[]
502,11313390,,[]
503,11313391,,[]
504,11313393,,[]
505,11313400,,[]
506,11313401,,[]
507,11313402,,[]
508,11313403,Научно-технический сборник №69,[]
509,11313404,Коммунальное хозяйство городов,[]
510,11313406,,[]
511,11313408,,[]
512,11313410,Коммунальное хозяйство городов 165,[]
513,11313411,Коммунальное хозяйство городов,[]
514,11313412,,[]
515,11313414,Научно-технический сборник №69,[]
516,11313415,,[]
517,11313416,,[]
518,11313417,,[]
519,11313418,,[]
520,11313420,,[]
521,11313422,,[]
522,11313424,,[]
523,11313427,Коммунальное хозяйство городов,[]
524,11313439,,[]
525,11313440,Научно-технический сборник №65,[]
526,11313445,,[]
527,11313446,,[]
528,11313447,,[]
529,11313448,Научно-технический сборник №69,[]
530,11313449,,[]
531,11313451,,[]
532,11313455,Коммунальное хозяйство городов,[]
533,11313456,,[]
534,11313464,Научно-технический сборник №69,[]
535,11313465,,[]
536,11313466,,[]
537,11313468,,[]
538,11313471,,[]
539,11313472,,[]
540,11313477,Научно-технический сборник №69 314,[]
541,11313480,,[]
542,11313481,,[]
543,11313486,,[]
544,11313487,,[]
545,11313488,,[]
546,11313489,,[]
547,11313490,,[]
548,11313491,,[]
549,11313492,,[]
550,11313494,,[]
551,11313495,,[]
552,11313496,,[]
553,11313498,,[]
554,11313499,,[]
555,11313501,,[]
556,11313503,Научно-технический сборник №69 406,[]
557,11313504,,[]
558,11313517,Коммунальное хозяйство городов 161,[]
559,11313526,,[]
560,11313533,,[]
561,11313534,,[]
562,11313537,Научно-технический сборник №72,[]
563,11313540,,[]
564,11313541,Научно-технический сборник №72,[]
565,11313550,,[]
566,11313559,,[]
567,11313562,Научно-технический сборник №73 98,[]
568,11313563,,[]
569,11313582,,[]
570,11313589,,[]
571,11313592,,[]
572,11313595,,[]
573,11313599,,[]
574,11313601,,[]
575,11313602,,[]
576,11313605,Научно-технический сборник №73,[]
577,11313627,Коммунальное хозяйство городов 23,[]
578,11313631,Научно-технический сборник №67,[]
579,11313640,Коммунальное хозяйство городов,[]
580,11313641,,[]
581,11313658,,[]
582,11313668,Коммунальное хозяйство городов,[]
583,11313669,,[]
584,11313671,Научно-технический сборник №66 6,[]
585,11313672,,[]
586,11313673,Коммунальное хозяйство городов 15 зия,[]
587,11313674,,[]
588,11313675,Научно-технический сборник №66,[]
589,11313676,,[]
590,11313677,,[]
591,11313678,Научно-технический сборник №66 44,[]
592,11313679,Научно-технический сборник №66,[]
593,11313680,,[]
594,11313681,,[]
595,11313682,,[]
596,11313683,,[]
597,11313684,,[]
598,11313685,,[]
599,11313686,,[]
600,11313687,,[]
601,11313688,,[]
602,11313689,,[]
603,11313690,Научно-технический сборник №66,[]
604,11313691,,[]
605,11313692,,[]
606,11313693,Научно-технический сборник №66,[]
607,11313694,,[]
608,11313695,,[]
609,11313696,,[]
610,11313697,,[]
611,11313698,,[]
612,11313699,,[]
613,11313700,,[]
614,11313701,,[]
615,11313703,,[]
616,11313704,Научно-технический сборник №66,[]
617,11313705,,[]
618,11313706,,[]
619,11313707,,[]
620,11313708,,[]
621,11313710,,[]
622,11313711,,[]
623,11313712,,[]
624,11313713,,[]
625,11313714,Научно-технический сборник №66,[]
626,11313715,,[]
627,11313716,Коммунальное хозяйство городов,[]
628,11313717,,[]
629,11313718,,[]
630,11313719,Научно-технический сборник №66,[]
631,11313720,Научно-технический сборник №66,[]
632,11313725,,[]
633,11313726,,[]
634,11313727,,[]
635,11313728,,[]
636,11313739,,[]
637,11313740,Научно-технический сборник №64,[]
638,11313742,,[]
639,11313747,,[]
640,11313748,Научно-технический сборник №64 ОБЕСПЕЧЕНИЕ БЕЗОПАСНОСТИ ЛИФТОВ ЗА СЧЕТ ПОВЫШЕНИЯ НАДЕЖНОСТИ ТОРМОЗНЫХ СИСТЕМ,[]
641,11313753,,[]
642,11313754,,[]
643,11313762,Научно-технический сборник №64,[]
644,11313765,Научно-технический сборник №64,[]
645,11313771,,[]
646,11313772,,[]
647,11313773,,[]
648,11313774,,[]
649,11313775,,[]
650,11313776,,[]
651,11313777,,[]
652,11313778,,[]
653,11313780,,[]
654,11313782,Коммунальное хозяйство городов,[]
655,11313783,,[]
656,11313784,,[]
657,11313785,Научно-технический сборник №62 56,[]
658,11313786,,[]
659,11313787,,[]
660,11313788,,[]
661,11313789,,[]
662,11313790,,[]
663,11313791,,[]
664,11313792,,[]
665,11313793,,[]
666,11313794,,[]
667,11313797,,[]
668,11313798,,[]
669,11313799,,[]
670,11313800,,[]
671,11313801,Коммунальное хозяйство городов 167,[]
672,11313802,,[]
673,11313803,,[]
674,11313804,,[]
675,11313805,,[]
676,11313806,,[]
677,11313807,,[]
678,11313808,,[]
679,11313809,,[]
680,11313811,Научно-технический сборник №62,[]
681,11313812,,[]
682,11313813,,[]
683,11313814,,[]
684,11313815,,[]
685,11313819,,[]
686,11313820,Научно-технический сборник №62 278,[]
687,11313821,,[]
688,11313822,,[]
689,11313823,Коммунальное хозяйство городов 289,[]
690,11313829,,[]
691,11313830,,[]
692,11313831,Научно-технический сборник №62 302 боти приватизованих підприємств,[]
693,11313832,,[]
694,11313833,,[]
695,11313834,,[]
696,11313836,Научно-технический сборник №63,[]
697,11313846,,[]
698,11313867,Научно-технический сборник №63,[]
699,11313872,,[]
700,11313873,,[]
701,11313877,Міністерство освіти і науки України ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА ДОВІДНИК ПЕРШОКУРСНИКА,[]
702,11313884,Научно-технический сборник №63,[]
703,11313887,Научно-технический сборник №63 278,[]
704,11313890,Научно-технический сборник №63,[]
705,11313891,,[]
706,11313892,Научно-технический сборник №63,[]
707,11313893,,[]
708,11313895,Научно-технический сборник №63 326,[]
709,11313897,,[]
710,11313900,Коммунальное хозяйство городов,[]
711,11313901,,[]
712,11313902,Научно-технический сборник №60,[]
713,11313903,,[]
714,11313904,,[]
715,11313905,,[]
716,11313906,,[]
717,11313907,Научно-технический сборник №60,[]
718,11313908,Коммунальное хозяйство городов 95,[]
719,11313909,,[]
720,11313910,,[]
721,11313911,,[]
722,11313912,,[]
723,11313913,Коммунальное хозяйство городов 129,[]
724,11313914,,[]
725,11313915,Научно-технический сборник №60,[]
726,11313916,,[]
727,11313917,,[]
728,11313918,,[]
729,11313919,,[]
730,11313920,,[]
731,11313921,,[]
732,11313922,,[]
733,11313923,,[]
734,11313924,Коммунальное хозяйство городов,[]
735,11313925,,[]
736,11313926,,[]
737,11313927,Коммунальное хозяйство городов,[]
738,11313928,Научно-технический сборник №60,[]
739,11313929,,[]
740,11313930,,[]
741,11313931,,[]
742,11313935,Научно-технический сборник №61,[]
743,11313939,,[]
744,11313940,,[]
745,11313941,,[]
746,11313942,,[]
747,11313943,,[]
748,11313944,,[]
749,11313945,,[]
750,11313946,,[]
751,11313947,Научно-технический сборник №60,[]
752,11313948,,[]
753,11313949,,[]
754,11313950,,[]
755,11313952,,[]
756,11313958,,[]
757,11313968,,[]
758,11313969,,[]
759,11313972,,[]
760,11313974,,[]
761,11313975,,[]
762,11313978,Научно-технический сборник №61,[]
763,11313982,,[]
764,11313983,Научно-технический сборник №61,[]
765,11313984,,[]
766,11313988,,[]
767,11313992,,[]
768,11313993,Коммунальное хозяйство городов 25 ными фундаментами,[]
769,11313995,Научно-технический сборник №58,[]
770,11313997,Научно-технический сборник №58,[]
771,11313998,,[]
772,11313999,,[]
773,11314000,,[]
774,11314001,,[]
775,11314002,Научно-технический сборник №58,[]
776,11314003,Научно-технический сборник №58,[]
777,11314004,,[]
778,11314005,,[]
779,11314006,,[]
780,11314007,,[]
781,11314008,,[]
782,11314009,,[]
783,11314010,,[]
784,11314011,,[]
785,11314012,,[]
786,11314013,,[]
787,11314014,Научно-технический сборник №58,[]
788,11314015,Научно-технический сборник №58,[]
789,11314016,,[]
790,11314017,,[]
791,11314018,,[]
792,11314019,,[]
793,11314020,,[]
794,11314021,Научно-технический сборник №58 180,[]
795,11314022,Научно-технический сборник №58,[]
796,11314023,,[]
797,11314024,Научно-технический сборник №58,[]
798,11314025,,[]
799,11314026,,[]
800,11314027,,[]
801,11314028,,[]
802,11314029,,[]
803,11314030,,[]
804,11314031,,[]
805,11314032,,[]
806,11314033,,[]
807,11314034,Коммунальное хозяйство городов 239 вайного шума,[]
808,11314035,Научно-технический сборник №58,[]
809,11314036,,[]
810,11314037,,[]
811,11314038,,[]
812,11314045,,[]
813,11314046,,[]
814,11314047,,[]
815,11314048,,[]
816,11314049,,[]
817,11314050,,[]
818,11314051,Научно-технический сборник №56,[]
819,11314052,,[]
820,11314053,,[]
821,11314054,,[]
822,11314056,,[]
823,11314057,,[]
824,11314058,,[]
825,11314059,Научно-технический сборник №56,[]
826,11314061,,[]
827,11314062,,[]
828,11314063,,[]
829,11314064,,[]
830,11314065,,[]
831,11314066,Коммунальное хозяйство городов 139,[]
832,11314067,,[]
833,11314068,Научно-технический сборник №56,[]
834,11314069,,[]
835,11314070,,[]
836,11314071,,[]
837,11314072,,[]
838,11314073,Научно-технический сборник №56,[]
839,11314074,,[]
840,11314075,,[]
841,11314076,Коммунальное хозяйство городов,[]
842,11314077,,[]
843,11314078,,[]
844,11314079,,[]
845,11314081,,[]
846,11314083,,[]
847,11314084,,[]
848,11314085,,[]
849,11314086,Научно-технический сборник №56 224,[]
850,11314087,,[]
851,11314088,,[]
852,11314090,Коммунальное хозяйство городов 239,[]
853,11314091,,[]
854,11314092,,[]
855,11314094,,[]
856,11314096,,[]
857,11314097,,[]
858,11314098,,[]
859,11314099,,[]
860,11314100,,[]
861,11314101,,[]
862,11314102,,[]
863,11314103,,[]
864,11314104,Коммунальное хозяйство городов 323,[]
865,11314105,,[]
866,11314106,,[]
867,11314107,,[]
868,11314108,Коммунальное хозяйство городов,[]
869,11314109,Коммунальное хозяйство городов,[]
870,11314110,,[]
871,11314111,,[]
872,11314112,,[]
873,11314114,Коммунальное хозяйство городов,[]
874,11314116,,[]
875,11314124,,[]
876,11314132,,[]
877,11314133,Научно-технический сборник №59,[]
878,11314136,,[]
879,11314138,,[]
880,11314139,,[]
881,11314140,,[]
882,11314143,,[]
883,11314145,Научно-технический сборник №59,[]
884,11314147,,[]
885,11314150,,[]
886,11314153,,[]
887,11314156,,[]
888,11314159,Научно-технический сборник №59 328,[]
889,11314172,,[]
890,11314177,,[]
891,11314178,,[]
892,11314179,,[]
893,11314189,Научно-технический сборник №55,[]
894,11314190,,[]
